quiz_type,days_in,cleaned_label,timestamp_start,duration,reserved,subscore,final_score,ways_accept_resp,ways_confrontive,ways_distancing,ways_escape,ways_problem_solving,ways_positive_reappraisal,ways_seeking_social_support,ways_self_controlling,user_id,quiz_id,interruption_duration,max_value_possible,min_value_possible,number_of_pages
"The Ways of Coping",0,pre_study,1605376157773,8.754733333333334,NULL,"Accepting responsibility: 3
Confrontive Coping: 4
Distancing: 3
Escape-Avoidance: 10
Positive reappraisal: 8
Planful problem-solving: 8
Seeking social support: 5
Self-controlling: 10
",73,3,4,3,10,8,8,5,10,11521e08d4707921db2e6dbb1235840146f91fa3100593d59610fdd981853a68,ifo7smmjwx,0,198,0,10
"The Ways of Coping",0,pre_study,1605388056510,7.7664,NULL,"Accepting responsibility: 5
Confrontive Coping: 5
Distancing: 3
Escape-Avoidance: 8
Positive reappraisal: 0
Planful problem-solving: 2
Seeking social support: 2
Self-controlling: 5
",44,5,5,3,8,2,0,2,5,0dd65f679830e8b9c065e864696fc1b7293d0e997d44e8bec80bff53ea96140c,7jt0sj2517,0,198,0,10
"The Ways of Coping",0,pre_study,1605392795622,7.8257666666666665,NULL,"Accepting responsibility: 3
Confrontive Coping: 5
Distancing: 2
Escape-Avoidance: 8
Positive reappraisal: 5
Planful problem-solving: 4
Seeking social support: 3
Self-controlling: 4
",48,3,5,2,8,4,5,3,4,b63290830e05726700c8b07df241deed7914821b25fc1a389fc50c4753a7fcab,sptw703pgi,0,198,0,10
"The Ways of Coping",0,pre_study,1605395930520,6.9854,NULL,"Accepting responsibility: 6
Confrontive Coping: 8
Distancing: 5
Escape-Avoidance: 14
Positive reappraisal: 9
Planful problem-solving: 9
Seeking social support: 8
Self-controlling: 5
",91,6,8,5,14,9,9,8,5,55a3a351cf7e37e050dd6fcbb36d21296328cd785001d11559e5b9cf23ea539e,icj9uh6tyy,0,198,0,10
"The Ways of Coping",0,pre_study,1605396517682,9.5311,NULL,"Accepting responsibility: 1
Confrontive Coping: 5
Distancing: 4
Escape-Avoidance: 1
Positive reappraisal: 7
Planful problem-solving: 7
Seeking social support: 13
Self-controlling: 3
",58,1,5,4,1,7,7,13,3,3d1f5ee9ecba6e33478ad6db83552748e19a334f043f5608e9e74098c6648074,2b3avqsc19,14604,198,0,10
"The Ways of Coping",1,pre_study,1605422505929,10.560883333333333,NULL,"Accepting responsibility: 9
Confrontive Coping: 10
Distancing: 4
Escape-Avoidance: 11
Positive reappraisal: 14
Planful problem-solving: 14
Seeking social support: 14
Self-controlling: 9
",109,9,10,4,11,14,14,14,9,8f40bc7f74fc5cb12da5e54e0d99dab560b7bc236b6e439fe2af86b42321618c,48tdy61fbg,90857,198,0,10
"The Ways of Coping",0,pre_study,1605428647084,13.9764,NULL,"Accepting responsibility: 4
Confrontive Coping: 7
Distancing: 4
Escape-Avoidance: 8
Positive reappraisal: 5
Planful problem-solving: 7
Seeking social support: 7
Self-controlling: 3
",63,4,7,4,8,7,5,7,3,ce799b505c4c397c666849030782bf4aa0e571ebb4df8682e8a497e063415637,8ttnkgq2t7,0,198,0,10
"The Ways of Coping",0,pre_study,1605447426482,6.8483,NULL,"Accepting responsibility: 9
Confrontive Coping: 9
Distancing: 7
Escape-Avoidance: 17
Positive reappraisal: 4
Planful problem-solving: 6
Seeking social support: 2
Self-controlling: 14
",99,9,9,7,17,6,4,2,14,f03838622be5219331e580ffb274f9aec4e4839e540888d1dfc6c8bea54f7927,m81qczu10p,0,198,0,10
"The Ways of Coping",0,pre_study,1605456335247,7.3552333333333335,NULL,"Accepting responsibility: 3
Confrontive Coping: 5
Distancing: 5
Escape-Avoidance: 6
Positive reappraisal: 9
Planful problem-solving: 12
Seeking social support: 5
Self-controlling: 8
",74,3,5,5,6,12,9,5,8,ce9da1ffb250c3ecccf662d94f0bf61285e68484a27b7e8048f77e296489317a,czpxfnn3me,185477,198,0,10
"The Ways of Coping",0,pre_study,1605471237918,10.7661,NULL,"Accepting responsibility: 4
Confrontive Coping: 9
Distancing: 5
Escape-Avoidance: 2
Positive reappraisal: 6
Planful problem-solving: 10
Seeking social support: 8
Self-controlling: 5
",65,4,9,5,2,10,6,8,5,13499ecff1a63c977a0af44636429d1179e9eac6bc7af0bdf538e0c27e767d1d,87qdf9xnt2,0,198,0,10
"The Ways of Coping",1,pre_study,1605512812929,6.649366666666666,NULL,"Accepting responsibility: 4
Confrontive Coping: 5
Distancing: 6
Escape-Avoidance: 5
Positive reappraisal: 4
Planful problem-solving: 4
Seeking social support: 9
Self-controlling: 5
",57,4,5,6,5,4,4,9,5,913a134d9c33471b48ee6686fa911e035184f7b541a6d007c2c53c3c7d54380b,fg6onknj88,0,198,0,10
"The Ways of Coping",0,pre_study,1605524588092,9.69445,NULL,"Accepting responsibility: 1
Confrontive Coping: 3
Distancing: 7
Escape-Avoidance: 6
Positive reappraisal: 2
Planful problem-solving: 4
Seeking social support: 2
Self-controlling: 9
",50,1,3,7,6,4,2,2,9,1927b3be9d21735ec620afb1e220e81c3fe5d3f72b2e3cd5932edbdc0db51d3d,o6wdhb6j7r,0,198,0,10
"The Ways of Coping",0,pre_study,1605524961339,12.187766666666667,NULL,"Accepting responsibility: 3
Confrontive Coping: 8
Distancing: 7
Escape-Avoidance: 9
Positive reappraisal: 0
Planful problem-solving: 1
Seeking social support: 4
Self-controlling: 7
",56,3,8,7,9,1,0,4,7,69ec0b323f3f30ecdfdae4a1412e3ea406a01f3a1136ce9c61e4a20646b1a961,zkh1b5m3fg,131313,198,0,10
"The Ways of Coping",0,pre_study,1605525453496,5.949283333333334,NULL,"Accepting responsibility: 7
Confrontive Coping: 5
Distancing: 2
Escape-Avoidance: 8
Positive reappraisal: 7
Planful problem-solving: 13
Seeking social support: 4
Self-controlling: 7
",71,7,5,2,8,13,7,4,7,0b4e6f48b0772ad0bd9ea1e44fd17eb05b6b39506540224c000fe024ff2d38af,tprvfa75be,0,198,0,10
"The Ways of Coping",0,pre_study,1605527214882,10.0819,NULL,"Accepting responsibility: 2
Confrontive Coping: 12
Distancing: 1
Escape-Avoidance: 14
Positive reappraisal: 8
Planful problem-solving: 13
Seeking social support: 16
Self-controlling: 7
",91,2,12,1,14,13,8,16,7,16a410dc5e61a663a7ab859d4451f4f709eef05e19f388e666e52f2516578e39,xxiarql0io,0,198,0,10
"The Ways of Coping",0,pre_study,1605529421215,4.604066666666666,NULL,"Accepting responsibility: 3
Confrontive Coping: 7
Distancing: 4
Escape-Avoidance: 7
Positive reappraisal: 2
Planful problem-solving: 3
Seeking social support: 6
Self-controlling: 7
",55,3,7,4,7,3,2,6,7,a56d48d851ccd1e8c4e307939e85de7884f97aa6195d101f43bee54d5734e472,zr4aq4rytf,0,198,0,10
"The Ways of Coping",0,pre_study,1605531828108,9.079516666666667,NULL,"Accepting responsibility: 7
Confrontive Coping: 5
Distancing: 4
Escape-Avoidance: 13
Positive reappraisal: 4
Planful problem-solving: 4
Seeking social support: 9
Self-controlling: 7
",75,7,5,4,13,4,4,9,7,fc73052806607e7a536c8c323f6af1db7baefeb1fa785329eb30f6acf9ed3429,6o486sw4py,330639,198,0,10
"The Ways of Coping",0,pre_study,1605538669156,8.049683333333334,NULL,"Accepting responsibility: 9
Confrontive Coping: 4
Distancing: 6
Escape-Avoidance: 10
Positive reappraisal: 6
Planful problem-solving: 11
Seeking social support: 15
Self-controlling: 6
",92,9,4,6,10,11,6,15,6,8519c5ed9613442e65d674fff5c43726ac13e65467e3a35402c5d5dad524615b,b9c5oz9hhe,0,198,0,10
"The Ways of Coping",0,pre_study,1605539258368,6.513466666666667,NULL,"Accepting responsibility: 2
Confrontive Coping: 3
Distancing: 5
Escape-Avoidance: 7
Positive reappraisal: 3
Planful problem-solving: 7
Seeking social support: 6
Self-controlling: 5
",55,2,3,5,7,7,3,6,5,48ad8e7d6bedbeb651a3af2dd37567fcbf7d12c72b0a54b19a162a468c7f98d7,phsdbw5w5m,0,198,0,10
"The Ways of Coping",0,pre_study,1605541259718,6.974466666666666,NULL,"Accepting responsibility: 3
Confrontive Coping: 2
Distancing: 4
Escape-Avoidance: 9
Positive reappraisal: 9
Planful problem-solving: 8
Seeking social support: 8
Self-controlling: 9
",82,3,2,4,9,8,9,8,9,14211b44ad29401f782b4392178ccefc077a4fe2cb230abf22b97a3428171f40,06ogmcmcx6,0,198,0,10
"The Ways of Coping",0,pre_study,1605541729052,8.632,NULL,"Accepting responsibility: 7
Confrontive Coping: 2
Distancing: 9
Escape-Avoidance: 13
Positive reappraisal: 5
Planful problem-solving: 13
Seeking social support: 10
Self-controlling: 8
",101,7,2,9,13,13,5,10,8,f912092bd421430461b3394faa7697975d99c4b69cc61879dee6c8bf4a93546d,6wc1nm3hia,0,198,0,10
"The Ways of Coping",0,pre_study,1605542210353,8.091833333333334,NULL,"Accepting responsibility: 4
Confrontive Coping: 3
Distancing: 2
Escape-Avoidance: 4
Positive reappraisal: 2
Planful problem-solving: 7
Seeking social support: 6
Self-controlling: 8
",54,4,3,2,4,7,2,6,8,416ab1a0026fceaf4755d892091e867e3f89c1babfbef0224d2c2892436f4220,ef2xmq0k6f,41836,198,0,10
"The Ways of Coping",0,pre_study,1605545563017,2.7222666666666666,NULL,"Accepting responsibility: 0
Confrontive Coping: 0
Distancing: 0
Escape-Avoidance: 0
Positive reappraisal: 0
Planful problem-solving: 0
Seeking social support: 0
Self-controlling: 0
",0,0,0,0,0,0,0,0,0,39a85ebaae20dddb9201b08b6331d538eb7396b4eb9267f0be0ccefb48a802de,aqtzrbg7gw,0,198,0,10
"The Ways of Coping",0,pre_study,1605552248802,6.1155,NULL,"Accepting responsibility: 3
Confrontive Coping: 4
Distancing: 6
Escape-Avoidance: 13
Positive reappraisal: 8
Planful problem-solving: 9
Seeking social support: 0
Self-controlling: 8
",80,3,4,6,13,9,8,0,8,38bacea35178c282f7c773942933715bcfa26d0b0a2e471f0e172f5f0b35afae,imwg1b0cdg,0,198,0,10
"The Ways of Coping",0,pre_study,1605556342257,9.0638,NULL,"Accepting responsibility: 2
Confrontive Coping: 7
Distancing: 11
Escape-Avoidance: 9
Positive reappraisal: 4
Planful problem-solving: 5
Seeking social support: 3
Self-controlling: 11
",85,2,7,11,9,5,4,3,11,eb6e5ce30c2a21bfcd3da2697146cafd7b9ead72adaf204754d7669a276e214d,e8b64pb0og,0,198,0,10
"The Ways of Coping",0,pre_study,1605556068006,7.2477,NULL,"Accepting responsibility: 7
Confrontive Coping: 13
Distancing: 10
Escape-Avoidance: 17
Positive reappraisal: 7
Planful problem-solving: 8
Seeking social support: 12
Self-controlling: 17
",119,7,13,10,17,8,7,12,17,b1aa516fb49bfcdc4ecf0da94e276aaa69e50352d01b57da9e041d496d4c3b0f,sed9ujbqnd,0,198,0,10
"The Ways of Coping",2,pre_study,1605557727622,12.468616666666666,NULL,"Accepting responsibility: 3
Confrontive Coping: 6
Distancing: 2
Escape-Avoidance: 2
Positive reappraisal: 6
Planful problem-solving: 9
Seeking social support: 4
Self-controlling: 9
",61,3,6,2,2,9,6,4,9,ccbb552da66c1120c71d5b58a8f013063c5270b226e596e50fb026d50e951ee0,fb2bq721mz,0,198,0,10
"The Ways of Coping",0,pre_study,1605565349281,14.401216666666667,NULL,"Accepting responsibility: 5
Confrontive Coping: 8
Distancing: 6
Escape-Avoidance: 8
Positive reappraisal: 7
Planful problem-solving: 7
Seeking social support: 10
Self-controlling: 8
",77,5,8,6,8,7,7,10,8,228b1e77c7aa2ab70dbfc467412b51df0c8b8f77a931dc750230ed8c290abeb2,kzeajtfkuu,143116,198,0,10
"The Ways of Coping",0,pre_study,1605571006221,8.45995,NULL,"Accepting responsibility: 3
Confrontive Coping: 3
Distancing: 5
Escape-Avoidance: 6
Positive reappraisal: 10
Planful problem-solving: 13
Seeking social support: 6
Self-controlling: 9
",67,3,3,5,6,13,10,6,9,62b9472ae8bc132e9488d2722c6a760984bfce40846a9197b53c1b7d834322a2,4eqxs0mif4,0,198,0,10
"The Ways of Coping",1,pre_study,1605604011292,10.288983333333332,NULL,"Accepting responsibility: 6
Confrontive Coping: 2
Distancing: 0
Escape-Avoidance: 2
Positive reappraisal: 2
Planful problem-solving: 4
Seeking social support: 9
Self-controlling: 4
",37,6,2,0,2,4,2,9,4,74a7643330c0df61a2dc60a19b3438f624e11bfb99abf145a5df5cf878abe93e,48is1htdqw,0,198,0,10
"The Ways of Coping",0,pre_study,1605611329536,9.579483333333334,NULL,"Accepting responsibility: 5
Confrontive Coping: 3
Distancing: 8
Escape-Avoidance: 12
Positive reappraisal: 4
Planful problem-solving: 7
Seeking social support: 4
Self-controlling: 10
",73,5,3,8,12,7,4,4,10,3e199e300bf417d440f3a27a8f8946028ccf463cf046a9238fe4afdd89f273d2,cm39t6aug7,0,198,0,10
"The Ways of Coping",0,pre_study,1605616603356,5.04195,NULL,"Accepting responsibility: 9
Confrontive Coping: 5
Distancing: 3
Escape-Avoidance: 8
Positive reappraisal: 3
Planful problem-solving: 7
Seeking social support: 10
Self-controlling: 6
",73,9,5,3,8,7,3,10,6,0c42bdc8d1fbb39fe59d93c8987ad36d46e2af56359f24dce9614f16d45dc5e0,8sh8xzpylr,0,198,0,10
"The Ways of Coping",1,pre_study,1605643429864,13.43015,NULL,"Accepting responsibility: 2
Confrontive Coping: 9
Distancing: 5
Escape-Avoidance: 8
Positive reappraisal: 5
Planful problem-solving: 7
Seeking social support: 8
Self-controlling: 7
",79,2,9,5,8,7,5,8,7,0838e2b77e96e7943d76a416c7a7701033ec7ca0a2b401ffa6166115c034c1e3,9d0ivay1aq,0,198,0,10
"The Ways of Coping",0,pre_study,1605649624398,9.347,NULL,"Accepting responsibility: 5
Confrontive Coping: 3
Distancing: 9
Escape-Avoidance: 10
Positive reappraisal: 9
Planful problem-solving: 11
Seeking social support: 7
Self-controlling: 10
",90,5,3,9,10,11,9,7,10,5f2da1318a1cb9a4eccbe64268c98e24e823d27842ca8775bf111f99cea4ae16,rclzp1s27e,304219,198,0,10
"The Ways of Coping",0,pre_study,1605707946511,9.28475,NULL,"Accepting responsibility: 5
Confrontive Coping: 7
Distancing: 4
Escape-Avoidance: 4
Positive reappraisal: 9
Planful problem-solving: 13
Seeking social support: 17
Self-controlling: 8
",90,5,7,4,4,13,9,17,8,feb0f6fbb10a2d9ec4ae91766803c6e1bedba618f9bf3b5a716cecb97df427e4,0a1qwr3rle,0,198,0,10
"The Ways of Coping",0,pre_study,1605714668282,8.464366666666667,NULL,"Accepting responsibility: 6
Confrontive Coping: 6
Distancing: 6
Escape-Avoidance: 6
Positive reappraisal: 8
Planful problem-solving: 7
Seeking social support: 7
Self-controlling: 11
",82,6,6,6,6,7,8,7,11,cc4c50425eb3d1eafcb78010e86c2dad5386acbc116cc9d7546fe1935005c84b,nn76h03tsy,0,198,0,10
"The Ways of Coping",0,pre_study,1605781911720,9.2488,NULL,"Accepting responsibility: 7
Confrontive Coping: 8
Distancing: 8
Escape-Avoidance: 16
Positive reappraisal: 12
Planful problem-solving: 14
Seeking social support: 9
Self-controlling: 11
",115,7,8,8,16,14,12,9,11,ac39ee05785b55fd87286570eeffd4d3dc4f7b54f3ade0e3999f06902f32c4b7,o5l3sr91kj,0,198,0,10
"The Ways of Coping",0,pre_study,1605820520887,19.012633333333333,NULL,"Accepting responsibility: 3
Confrontive Coping: 8
Distancing: 8
Escape-Avoidance: 6
Positive reappraisal: 6
Planful problem-solving: 8
Seeking social support: 13
Self-controlling: 6
",79,3,8,8,6,8,6,13,6,90a84b9e93b82f47ae48e53bcf7abcfbe7c68e9f9f5a0596e95657bff5e83a38,lqbrcab4hg,3845,198,0,10
"The Ways of Coping",0,pre_study,1605883127496,7.0008333333333335,NULL,"Accepting responsibility: 5
Confrontive Coping: 3
Distancing: 4
Escape-Avoidance: 6
Positive reappraisal: 6
Planful problem-solving: 8
Seeking social support: 6
Self-controlling: 4
",56,5,3,4,6,8,6,6,4,bab3196a666ef7bc1b8b665f51b0cc842eb32a735081c761767f6d91ac57b98d,dpj7qs764l,0,198,0,10
"The Ways of Coping",0,pre_study,1605886744595,14.077383333333334,NULL,"Accepting responsibility: 3
Confrontive Coping: 8
Distancing: 7
Escape-Avoidance: 3
Positive reappraisal: 5
Planful problem-solving: 12
Seeking social support: 5
Self-controlling: 9
",71,3,8,7,3,12,5,5,9,2141ab774e4d320f29f8b70b22cc97cef3c655ed2c87ea44c999c2d95ca65667,861noxxf83,280766,198,0,10
"The Ways of Coping",0,pre_study,1605912422446,26.85856666666667,NULL,"Accepting responsibility: 9
Confrontive Coping: 11
Distancing: 7
Escape-Avoidance: 4
Positive reappraisal: 9
Planful problem-solving: 14
Seeking social support: 8
Self-controlling: 14
",102,9,11,7,4,14,9,8,14,b6a3a26eb05dfb9a8b991fc676364377b5418e272c3514f20b4f73fd24886fba,4xc6d4ywn6,0,198,0,10
"The Ways of Coping",0,pre_study,1605986591098,15.14055,NULL,"Accepting responsibility: 4
Confrontive Coping: 7
Distancing: 6
Escape-Avoidance: 3
Positive reappraisal: 5
Planful problem-solving: 6
Seeking social support: 7
Self-controlling: 9
",64,4,7,6,3,6,5,7,9,bc6832ff8716f4cd39c806ace5bdaeb5094d538ea5ae569f6f4bcf8318282e3b,3vno4wczhh,0,198,0,10
"The Ways of Coping",3,pre_study,1606063479915,23.12755,NULL,"Accepting responsibility: 9
Confrontive Coping: 5
Distancing: 10
Escape-Avoidance: 11
Positive reappraisal: 16
Planful problem-solving: 7
Seeking social support: 11
Self-controlling: 8
",102,9,5,10,11,7,16,11,8,72dff471b4c8d0a29fec62408ac3a39c2558dacfeee63c86b86b70bbcaea207f,imalnaz0y2,101652,198,0,10
"The Ways of Coping",0,pre_study,1606068605371,14.62635,NULL,"Accepting responsibility: 11
Confrontive Coping: 5
Distancing: 11
Escape-Avoidance: 17
Positive reappraisal: 10
Planful problem-solving: 4
Seeking social support: 11
Self-controlling: 11
",111,11,5,11,17,4,10,11,11,57142313e8f690b6943eb71d279bfce449817210a79d2815494f43a84b065ef4,snifdq99jx,94353,198,0,10
"The Ways of Coping",0,pre_study,1606083476402,11.7764,NULL,"Accepting responsibility: 9
Confrontive Coping: 10
Distancing: 14
Escape-Avoidance: 12
Positive reappraisal: 7
Planful problem-solving: 15
Seeking social support: 6
Self-controlling: 14
",123,9,10,14,12,15,7,6,14,2a55b9abd7bf2d81992f0888d6be259e704e6adea7b6637febe01274dbe409ae,z9uf395p8q,0,198,0,10
"The Ways of Coping",0,pre_study,1606244968679,22.146066666666666,NULL,"Accepting responsibility: 6
Confrontive Coping: 4
Distancing: 6
Escape-Avoidance: 15
Positive reappraisal: 7
Planful problem-solving: 6
Seeking social support: 1
Self-controlling: 7
",78,6,4,6,15,6,7,1,7,25b90d24d19ea91f801fb93fb7b0c860d065ba24e586cd1bc57fd002ff9ee6b1,54p7rg0g8f,4422853,198,0,10
"The Ways of Coping",0,pre_study,1606248400513,7.8087333333333335,NULL,"Accepting responsibility: 5
Confrontive Coping: 14
Distancing: 4
Escape-Avoidance: 18
Positive reappraisal: 1
Planful problem-solving: 7
Seeking social support: 14
Self-controlling: 9
",95,5,14,4,18,7,1,14,9,c2175cd3de5e98baf2f4644c455f7095fa0470c31784707b9eaceec9aef5a4b7,g7ob9xcsrc,302244,198,0,10
"The Ways of Coping",0,pre_study,1606251740731,7.551233333333333,NULL,"Accepting responsibility: 4
Confrontive Coping: 7
Distancing: 7
Escape-Avoidance: 7
Positive reappraisal: 11
Planful problem-solving: 9
Seeking social support: 10
Self-controlling: 9
",92,4,7,7,7,9,11,10,9,82282c7e26f9ce46e63faa85e93c76f916577c050aef78f742eb1c7d1647e5bb,pcxslrluy2,0,198,0,10
"The Ways of Coping",0,pre_study,1606251761611,13.534116666666666,NULL,"Accepting responsibility: 9
Confrontive Coping: 7
Distancing: 6
Escape-Avoidance: 10
Positive reappraisal: 14
Planful problem-solving: 11
Seeking social support: 11
Self-controlling: 15
",110,9,7,6,10,11,14,11,15,a7aac1458ee1869245d3a509d0674714022134b785978c94d776a615fb49df02,mnphmi8g1i,0,198,0,10
"The Ways of Coping",0,pre_study,1606263223106,7.09715,NULL,"Accepting responsibility: 11
Confrontive Coping: 9
Distancing: 14
Escape-Avoidance: 9
Positive reappraisal: 13
Planful problem-solving: 15
Seeking social support: 13
Self-controlling: 10
",131,11,9,14,9,15,13,13,10,a3d383bec8699da8469dbe1efd585ac33de50959619033ac55c018d4724aee46,rkftzjmsnd,0,198,0,10
"The Ways of Coping",0,pre_study,1606287909815,14.026083333333334,NULL,"Accepting responsibility: 2
Confrontive Coping: 5
Distancing: 4
Escape-Avoidance: 2
Positive reappraisal: 2
Planful problem-solving: 9
Seeking social support: 3
Self-controlling: 8
",44,2,5,4,2,9,2,3,8,1587e347aa39ad3145b3d1741be0a5ef20309e099834e85e2c7f0dca838d9c8b,95wd3tow45,513263,198,0,10
"The Ways of Coping",0,pre_study,1606300670764,4.605383333333333,NULL,"Accepting responsibility: 1
Confrontive Coping: 8
Distancing: 6
Escape-Avoidance: 7
Positive reappraisal: 6
Planful problem-solving: 6
Seeking social support: 10
Self-controlling: 8
",72,1,8,6,7,6,6,10,8,903112ea72bbc1771f9dce9bf414ab3bc22cfb4ad1b86d763917c9b8fd90a792,xw3z35vur9,0,198,0,10
"The Ways of Coping",0,pre_study,1606304831138,10.966633333333334,NULL,"Accepting responsibility: 2
Confrontive Coping: 3
Distancing: 1
Escape-Avoidance: 2
Positive reappraisal: 6
Planful problem-solving: 5
Seeking social support: 6
Self-controlling: 3
",39,2,3,1,2,5,6,6,3,5f334a4c3f59873950d1dd7a643e82ff4aa0fab0ba25457a52556e45308dfe2e,3so9ebwwkn,0,198,0,10
"The Ways of Coping",0,pre_study,1606307999324,3.9969333333333332,NULL,"Accepting responsibility: 4
Confrontive Coping: 1
Distancing: 4
Escape-Avoidance: 5
Positive reappraisal: 4
Planful problem-solving: 6
Seeking social support: 1
Self-controlling: 4
",37,4,1,4,5,6,4,1,4,414945eaa267fa0d9e655432090133975b5a94053f2bb34aa67b8d153c342356,uioxjahyy3,0,198,0,10
"The Ways of Coping",0,pre_study,1606310406645,8.451883333333333,NULL,"Accepting responsibility: 6
Confrontive Coping: 6
Distancing: 8
Escape-Avoidance: 5
Positive reappraisal: 15
Planful problem-solving: 15
Seeking social support: 6
Self-controlling: 7
",89,6,6,8,5,15,15,6,7,60ddbbcbbd53d21fcd01c3e71110a5f596d6a1639be8c55f9d0533a7055bec3a,u2ikslcs67,6216,198,0,10
"The Ways of Coping",0,pre_study,1606313865716,5.02405,NULL,"Accepting responsibility: 4
Confrontive Coping: 11
Distancing: 11
Escape-Avoidance: 17
Positive reappraisal: 9
Planful problem-solving: 9
Seeking social support: 10
Self-controlling: 11
",106,4,11,11,17,9,9,10,11,5f8a570c014216d1afd1937f514d134e1d43d7954933478ae3cb693349515561,c4qmsay0b7,0,198,0,10
"The Ways of Coping",0,pre_study,1606332404855,11.214433333333334,NULL,"Accepting responsibility: 5
Confrontive Coping: 6
Distancing: 3
Escape-Avoidance: 7
Positive reappraisal: 8
Planful problem-solving: 11
Seeking social support: 6
Self-controlling: 8
",72,5,6,3,7,11,8,6,8,59668d7dc70063954bbb48dc919bd705a8b1ad67f54a98e77928e23be49e34a3,66943n08iv,0,198,0,10
"The Ways of Coping",0,pre_study,1606348956020,10.5327,NULL,"Accepting responsibility: 5
Confrontive Coping: 6
Distancing: 5
Escape-Avoidance: 7
Positive reappraisal: 5
Planful problem-solving: 6
Seeking social support: 6
Self-controlling: 6
",61,5,6,5,7,6,5,6,6,dc926d9fd317302415420c6057476836decbf6577740b77520a7472e31a99b44,ihs5gws43e,0,198,0,10
"The Ways of Coping",0,pre_study,1606401130765,7.8341666666666665,NULL,"Accepting responsibility: 3
Confrontive Coping: 5
Distancing: 4
Escape-Avoidance: 12
Positive reappraisal: 7
Planful problem-solving: 7
Seeking social support: 8
Self-controlling: 4
",67,3,5,4,12,7,7,8,4,88666b7de9089d744d7fe93ea982810c80803cf350422105a258ca8f0596530f,xjkftk4mxo,0,198,0,10
"The Ways of Coping",0,pre_study,1606406435481,8.963116666666666,NULL,"Accepting responsibility: 6
Confrontive Coping: 7
Distancing: 4
Escape-Avoidance: 10
Positive reappraisal: 6
Planful problem-solving: 7
Seeking social support: 8
Self-controlling: 7
",79,6,7,4,10,7,6,8,7,7acff070fae55fe23f89d7a675aff3008ea1b04c9678a60f89dfa3adaae49b3e,lsa3m87w8z,0,198,0,10
"The Ways of Coping",2,pre_study,1606442210584,11.950233333333333,NULL,"Accepting responsibility: 3
Confrontive Coping: 3
Distancing: 3
Escape-Avoidance: 8
Positive reappraisal: 7
Planful problem-solving: 6
Seeking social support: 4
Self-controlling: 5
",59,3,3,3,8,6,7,4,5,b9ed53593a919d47dc2ef363af4213c97949776c88700a3b6e09da0e13de02f4,3iwwlm0wle,0,198,0,10
"The Ways of Coping",0,pre_study,1606444101001,18.623616666666667,NULL,"Accepting responsibility: 8
Confrontive Coping: 13
Distancing: 10
Escape-Avoidance: 21
Positive reappraisal: 8
Planful problem-solving: 13
Seeking social support: 12
Self-controlling: 14
",129,8,13,10,21,13,8,12,14,1f34fe52ce4c374e9020f8f2ca07f1c9a2318d0bc294e7f1baf72346db2658ad,2i1vosenz0,43515,198,0,10
"The Ways of Coping",0,pre_study,1606453173363,10.399416666666667,NULL,"Accepting responsibility: 4
Confrontive Coping: 10
Distancing: 6
Escape-Avoidance: 6
Positive reappraisal: 5
Planful problem-solving: 13
Seeking social support: 10
Self-controlling: 7
",81,4,10,6,6,13,5,10,7,dd3b57291c2edfb3694e3f8a9f0b6421ffb0628651e5050988bd0fb9925e88e3,nph9mo9b2p,0,198,0,10
"The Ways of Coping",1,pre_study,1606496774117,14.293883333333333,NULL,"Accepting responsibility: 8
Confrontive Coping: 8
Distancing: 12
Escape-Avoidance: 13
Positive reappraisal: 6
Planful problem-solving: 7
Seeking social support: 9
Self-controlling: 11
",105,8,8,12,13,7,6,9,11,75ae4c6e0b548855f1c9ebdebb5d9a484dc73b4feb63979759ac0435699547e9,dcvy077n1z,0,198,0,10
"The Ways of Coping",0,pre_study,1606499365217,7.624983333333334,NULL,"Accepting responsibility: 4
Confrontive Coping: 7
Distancing: 9
Escape-Avoidance: 4
Positive reappraisal: 4
Planful problem-solving: 10
Seeking social support: 3
Self-controlling: 7
",60,4,7,9,4,10,4,3,7,2658d4015e8877b3290459dcfb98dfdf28fdb075d5d912be86f141f3f7d5e9dd,pnexml7o52,0,198,0,10
"The Ways of Coping",0,pre_study,1606502069164,9.519316666666667,NULL,"Accepting responsibility: 4
Confrontive Coping: 4
Distancing: 7
Escape-Avoidance: 6
Positive reappraisal: 11
Planful problem-solving: 6
Seeking social support: 5
Self-controlling: 10
",73,4,4,7,6,6,11,5,10,6eea59097b7ea2b905303f2dd2f0bfb47f8284420b8fd493b5cbb9326b73ac3b,aszmwt6qmp,30849,198,0,10
"The Ways of Coping",0,pre_study,1606550847653,10.127383333333333,NULL,"Accepting responsibility: 7
Confrontive Coping: 8
Distancing: 5
Escape-Avoidance: 3
Positive reappraisal: 17
Planful problem-solving: 11
Seeking social support: 12
Self-controlling: 6
",94,7,8,5,3,11,17,12,6,e9955c9bdae7995809468852264d7db2094c5a9de770eae3b003cfd08c5c3271,10fgvetn2k,1350,198,0,10
"The Ways of Coping",0,pre_study,1606553444146,11.042316666666666,NULL,"Accepting responsibility: 2
Confrontive Coping: 4
Distancing: 4
Escape-Avoidance: 6
Positive reappraisal: 7
Planful problem-solving: 2
Seeking social support: 8
Self-controlling: 6
",59,2,4,4,6,2,7,8,6,e050b45abf36ebf6b2211f019f5df1485f485b0ff93dced2fc3a7280be4ab91c,ivp9tvvyv9,0,198,0,10
